0.0,1.0,0.0,-25.7410011,-0.9436978723772143
1.0,1.0,0.0,-26.4513016,-1.3763310178097683
1.0,2.0,1.11228311,-2.90256786,0.88986354706174
1.0,3.0,2.82726526,0.612009227,3.3071798087715205
2.0,3.0,2.57268047,0.119514622,3.0072087424755747
3.0,3.0,-2.26699996,-21.7590866,5.9273780180645925
1.0,4.0,1.72044909,-2.99718332,4.902249805292916
2.0,4.0,7.07391548,5.58972073,3.7359344154618785
3.0,4.0,1.15376019,-3.89210558,4.357166232612748
1.0,5.0,1.33635926,-3.27032089,6.014331279760906
2.0,5.0,5.51213217,4.06124783,4.631284402718823
3.0,5.0,5.26613235,3.64586186,4.378278989145305
4.0,5.0,0.0179999992,-4.51647854,5.255315118212219
1.0,6.0,0.961639524,-5.4554534,6.836093313644236
2.0,6.0,4.87852001,3.8787601,5.434504312351902
3.0,6.0,5.33233118,4.55224466,4.808583182123709
4.0,6.0,4.48724747,3.09697342,4.958329960858319
5.0,6.0,-0.467000008,-7.01902628,5.883744548184844
1.0,7.0,0.939999998,-5.6939621,7.471366296236828
2.0,7.0,4.12305784,1.88241255,6.118068568845365
3.0,7.0,5.60644007,5.48494291,5.328338471305349
4.0,7.0,5.37154865,5.11362791,5.10217608192023
5.0,7.0,3.55870557,0.768467486,5.439581350504564
2.0,8.0,3.92452097,1.28125477,6.696228544126278
3.0,8.0,5.15971231,4.44050074,5.839598909613208
4.0,8.0,7.06243563,6.67103004,5.409844670830358
5.0,8.0,4.71715546,3.73020077,5.40696584205462
6.0,8.0,3.10152411,-0.139345229,5.83096234411413
2.0,9.0,3.34903812,-0.269766062,7.18827448005942
3.0,9.0,5.03776836,4.22003078,6.3126985345363815
4.0,9.0,6.46266937,6.29419136,5.770916416951221
5.0,9.0,6.2570715,5.95271492,5.5629281244353805
6.0,9.0,4.33742332,3.19560099,5.688733621080309
2.0,10.0,2.99513412,-0.791689873,7.611051085574122
3.0,10.0,4.53135109,3.02251792,6.7411185324586205
4.0,10.0,6.4976306,6.39348078,6.138834841607185
5.0,10.0,6.47508335,6.28541088,5.804199969661639
6.0,10.0,6.0320425,5.73409557,5.73721387619562
7.0,10.0,3.64367247,1.70374966,5.937876535875252
3.0,11.0,4.15538168,2.59159112,7.126385030464546
4.0,11.0,5.95253992,5.52091026,6.493814207133297
5.0,11.0,6.92773247,6.82587862,6.080263313097347
6.0,11.0,6.67645645,6.50649595,5.8857322722835335
7.0,11.0,5.35840225,4.56276274,5.9102211400688995
8.0,11.0,3.1624372,0.994679868,6.153729910758943
3.0,12.0,3.79159975,1.53252232,7.472596905129592
4.0,12.0,5.7207222,5.21916962,6.827970543900391
5.0,12.0,6.63122368,6.38329697,6.365606742751301
6.0,12.0,7.68014431,7.33430529,6.0855055500451085
7.0,12.0,6.17010975,5.76279259,5.987666933334327
8.0,12.0,4.88197565,3.97816157,6.072090902136887
3.0,13.0,3.50763059,6.71039677,6.87368862000319
4.0,13.0,5.241436,4.30489588,7.138887841787737
5.0,13.0,6.49641943,6.33860111,6.647233613565927
6.0,13.0,7.46984959,7.20441198,6.309409165063107
7.0,13.0,7.23886347,6.90232849,6.125414515136473
8.0,13.0,5.81176376,5.43235016,6.095249588940489
9.0,13.0,4.29699993,2.7944777,6.218914368050595
4.0,14.0,4.99389744,6.32427263,7.034056585732003
5.0,14.0,6.10164499,5.67665195,6.918660381028796
6.0,14.0,7.52031994,7.35366297,6.542051010661291
7.0,14.0,7.47561455,7.10530758,6.296844414459764
8.0,14.0,7.05227852,6.76423693,6.183040622371644
9.0,14.0,5.28520918,4.49780083,6.200639583250478
4.0,15.0,4.5409708,7.27901697,7.0085328034939165
5.0,15.0,5.88004398,5.42158699,7.176888013515282
6.0,15.0,7.10016966,6.89499998,6.77463398254081
7.0,15.0,7.69946051,7.48770094,6.485794886763138
8.0,15.0,7.46369123,7.19968891,6.310370785974152
